model,type,family,run_idx,sentence,reason
qwen3-30b-a3b,LLM,qwen,5,The song the singer performed won the competition.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,6,The project the manager completed resulted in a major breakthrough.,wrong length: 10 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,6,The team the leader inspired achieved outstanding success.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,6,The system the engineer designed improved efficiency significantly.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,6,The strategy the consultant recommended led to increased profits.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,6,The initiative the coordinator launched produced lasting change.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,7,The cat the veterinarian treated was finally cured.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,7,The book the editor revised was published last week.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,7,The project the manager completed was praised by the board.,wrong length: 10 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,7,The song the singer recorded went viral overnight.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,7,The house the contractor built was sold within days.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,8,The cat the veterinarian examined was very sick.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,8,The book the librarian recommended became a bestseller.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,8,The car the mechanic repaired runs perfectly now.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,8,The student the teacher praised won the award.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,8,The song the producer mastered received critical acclaim.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,9,The book the student read was fascinating.,"pos 3 is ""student"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,9,The song the singer performed won the award.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,9,The story the writer told captivated the audience.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,10,The dog the trainer trained completed the obstacle course.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,10,The student the teacher instructed passed the final exam.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,10,The song the musician composed won the competition.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,10,The project the manager led delivered the results on time.,wrong length: 10 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,10,The player the coach mentored scored the winning goal.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,11,The cat the teacher chased caught the mouse.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,11,The song the singer performed won the award.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,11,The project the manager completed impressed the team.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,12,The cat the veterinarian examined was healthy.,"pos 3 is ""veterinarian"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,12,The book the librarian shelved was overdue.,"pos 3 is ""librarian"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,12,The song the singer performed was a hit.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,12,The painting the curator restored was priceless.,"pos 3 is ""curator"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,12,The letter the secretary delivered was urgent.,"pos 3 is ""secretary"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,13,The book the editor revised became a bestseller.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,13,The student the teacher praised excelled in class.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,13,The song the producer mastered topped the charts.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,14,The cat the veterinarian examined was very sick.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,14,The book the professor assigned was extremely difficult.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,14,The song the singer performed was breathtaking.,"pos 3 is ""singer"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,14,The project the manager approved was highly innovative.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,15,The cat the veterinarian examined was very calm.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,15,The book the librarian recommended became a bestseller.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,15,The song the singer performed was deeply emotional.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,15,The painting the curator displayed received critical acclaim.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,15,The student the teacher praised excelled in the competition.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,16,The cat the veterinarian examined was very sick.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,16,The book the editor reviewed was published last year.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,16,The song the singer performed was a hit.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,16,The painting the curator restored was centuries old.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,16,The project the manager completed was highly praised.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,17,The dog the trainer trained successfully completed the course.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,17,The student the teacher guided passed the final exam with flying colors.,wrong length: 12 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,17,The employee the manager mentored received a promotion within a year.,wrong length: 11 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,17,The athlete the coach prepared won the championship last season.,wrong length: 10 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,17,The child the parent encouraged achieved academic excellence this year.,wrong length: 10 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,18,The song the singer performed at the concert.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,19,The book the student read was fascinating.,"pos 3 is ""student"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,21,The cat the teacher chased vanished into the alley.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,21,The book the editor reviewed became a bestseller.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,21,The song the singer performed won the competition.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,21,The letter the secretary typed arrived too late.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,22,The book the editor revised received critical acclaim.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,22,The player the coach trained won the championship.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,22,The student the teacher praised achieved top honors.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,23,The cat the veterinarian examined was sick.,"pos 3 is ""veterinarian"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,23,The book the editor reviewed was published.,"pos 3 is ""editor"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,23,The student the teacher praised received a reward.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,23,The car the mechanic fixed was drivable.,"pos 3 is ""mechanic"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,23,The song the singer performed was popular.,"pos 3 is ""singer"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,25,The song the singer recorded became popular.,"pos 3 is ""singer"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,26,The book the editor revised was published next month.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,26,The student the teacher praised won the award.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,26,The project the manager approved received full funding.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,26,The song the musician composed became a hit.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,28,The song the musician composed became famous.,"pos 3 is ""musician"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,29,The cat the veterinarian treated was very calm.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,29,The book the editor revised was published last month.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,29,The car the mechanic fixed runs perfectly now.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,29,The song the producer recorded became a hit.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,29,The project the manager completed was highly praised.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,30,The book the editor revised sold out immediately.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,30,The student the teacher praised earned top honors.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,30,The project the manager approved launched on time.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b,LLM,qwen,30,The song the producer mixed became a hit.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,7,The book lying on the desk is mine.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,7,The woman speaking at the conference is my professor.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,7,The car parked outside needs washing.,"pos 2 is ""parked"", expected det (the/a)"
qwen3-30b-a3b-think,LRM,qwen,7,The dog barking loudly belongs to the neighbors.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,7,The students arriving early get first choice of seats.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,9,The cat chased the mouse.,wrong length: 5 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,9,The sun warmed the soil.,wrong length: 5 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,9,The child painted the wall.,wrong length: 5 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,9,The river flowed steadily.,wrong length: 4 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,9,The teacher explained the lesson.,wrong length: 5 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,12,The book lying on the desk is mine.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,12,The woman speaking at the conference is my professor.,wrong length: 9 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,12,The car parked outside needs washing.,"pos 2 is ""parked"", expected det (the/a)"
qwen3-30b-a3b-think,LRM,qwen,12,The dog barking loudly belongs to the neighbors.,wrong length: 8 words (expected 6 or 7)
qwen3-30b-a3b-think,LRM,qwen,12,The students arriving early get first choice of seats.,wrong length: 9 words (expected 6 or 7)
