model,type,family,run_idx,sentence
qwen3-30b-a3b,LLM,qwen,25,The dog the owner the parent the child jumped jumped jumped jumped.
qwen3-30b-a3b,LLM,qwen,25,The bird the keeper the caregiver the trainer flew flew flew flew.
qwen3-30b-a3b,LLM,qwen,25,The car the driver the passenger the rider accelerated accelerated accelerated accelerated.
qwen3-30b-a3b,LLM,qwen,25,The book the reader the learner the student absorbed absorbed absorbed absorbed.
qwen3-30b-a3b,LLM,qwen,26,The cat the scientist the teacher the student observed studied examined analyzed recorded.
qwen3-30b-a3b,LLM,qwen,26,The book the author the editor the reviewer read corrected reviewed assessed.
qwen3-30b-a3b,LLM,qwen,26,The car the mechanic the driver the passenger repaired tested drove operated.
qwen3-30b-a3b,LLM,qwen,26,The song the musician the producer the singer composed arranged performed recorded.
qwen3-30b-a3b,LLM,qwen,26,The project the manager the team the client completed planned executed delivered.
qwen3-30b-a3b,LLM,qwen,27,The cat the student the teacher the doctor laughed laughed laughed laughed.
qwen3-30b-a3b,LLM,qwen,27,The book the writer the editor the publisher sold sold sold sold.
qwen3-30b-a3b,LLM,qwen,27,The car the mechanic the driver the owner fixed fixed fixed fixed.
qwen3-30b-a3b,LLM,qwen,27,The song the singer the producer the listener enjoyed enjoyed enjoyed enjoyed.
qwen3-30b-a3b,LLM,qwen,27,The project the manager the team the client completed completed completed completed.
qwen3-30b-a3b,LLM,qwen,29,The cat the teacher the student the student runs runs jumps jumps.
qwen3-30b-a3b,LLM,qwen,29,The book the writer the editor the editor writes writes reads reads.
qwen3-30b-a3b,LLM,qwen,29,The car the mechanic the driver the driver fixes fixes drives drives.
qwen3-30b-a3b,LLM,qwen,29,The song the singer the producer the producer records records plays plays.
qwen3-30b-a3b,LLM,qwen,29,The game the player the coach the coach wins wins plays plays.
qwen3-30b-a3b-think,LRM,qwen,3,the sun the bright the bright the bright shine glow warm radiate.
qwen3-30b-a3b-think,LRM,qwen,3,the cat the fluffy the fluffy the fluffy purr nap sleep dream.
qwen3-30b-a3b-think,LRM,qwen,3,the car the fast the fast the fast zoom race speed fly.
qwen3-30b-a3b-think,LRM,qwen,3,the book the interesting the interesting the interesting read learn study explore.
qwen3-30b-a3b-think,LRM,qwen,3,the music the loud the loud the loud play dance sing move.
qwen3-30b-a3b-think,LRM,qwen,4,the cat the doctor the teacher the engineer runs jumps sings dances
qwen3-30b-a3b-think,LRM,qwen,4,the dog the lawyer the chef the pilot flies eats cooks drives
qwen3-30b-a3b-think,LRM,qwen,4,the bird the singer the dancer the actor sings dances acts performs
qwen3-30b-a3b-think,LRM,qwen,4,the car the driver the mechanic the designer drives fixes creates races
qwen3-30b-a3b-think,LRM,qwen,4,the book the author the editor the reader reads writes edits shares
qwen3-30b-a3b-think,LRM,qwen,5,the cat the mother the father the sister ran jumped laughed danced
qwen3-30b-a3b-think,LRM,qwen,5,the dog the brother the aunt the uncle sang danced skipped cried
qwen3-30b-a3b-think,LRM,qwen,5,the bird the grandmother the grandfather the cousin walked talked smiled shouted
qwen3-30b-a3b-think,LRM,qwen,5,the car the driver the passenger the conductor swam flew yelled whispered
qwen3-30b-a3b-think,LRM,qwen,5,the book the teacher the student the librarian cooked baked shared sighed
qwen3-30b-a3b-think,LRM,qwen,6,the dog the cat the cat the cat runs jumps barks plays
qwen3-30b-a3b-think,LRM,qwen,6,the house the window the window the window opens closes glows shines
qwen3-30b-a3b-think,LRM,qwen,6,the car the engine the engine the engine revs hums starts stops
qwen3-30b-a3b-think,LRM,qwen,6,the book the story the story the story begins ends unfolds concludes
qwen3-30b-a3b-think,LRM,qwen,6,the sun the sky the sky the sky brightens warms glows shines
qwen3-30b-a3b-think,LRM,qwen,8,the cat the knight the sorcerer the merchant leapt cast traded sang
qwen3-30b-a3b-think,LRM,qwen,8,the dog the doctor the pilot the chef ran fixed cooked danced
qwen3-30b-a3b-think,LRM,qwen,8,the bird the teacher the engineer the singer flew taught built sang
qwen3-30b-a3b-think,LRM,qwen,8,the book the writer the editor the reader opened wrote edited read
qwen3-30b-a3b-think,LRM,qwen,8,the car the driver the mechanic the passenger drove fixed traveled slept
qwen3-30b-a3b-think,LRM,qwen,9,the city the mayor the engineer the teacher built solved taught inspired
qwen3-30b-a3b-think,LRM,qwen,9,the project the manager the designer the coder created debugged coded launched
qwen3-30b-a3b-think,LRM,qwen,9,the company the CEO the CFO the HR expanded negotiated hired mentored
qwen3-30b-a3b-think,LRM,qwen,9,the team the captain the strategist the coach planned executed won celebrated
qwen3-30b-a3b-think,LRM,qwen,9,the garden the gardener the botanist the volunteer planted watered pruned bloomed
qwen3-30b-a3b-think,LRM,qwen,10,the cat the doctor the doctor the doctor sings dances jumps laughs
qwen3-30b-a3b-think,LRM,qwen,10,the cat the doctor the doctor the doctor runs swims flies sings
qwen3-30b-a3b-think,LRM,qwen,10,the cat the doctor the doctor the doctor writes paints draws jumps
qwen3-30b-a3b-think,LRM,qwen,10,the cat the doctor the doctor the doctor cooks cleans sings dances
qwen3-30b-a3b-think,LRM,qwen,10,the cat the doctor the doctor the doctor teaches learns speaks laughs
qwen3-30b-a3b-think,LRM,qwen,11,The cat the doctor the teacher the engineer fixed taught built solved
qwen3-30b-a3b-think,LRM,qwen,11,The dog the lawyer the chef the scientist analyzed cooked designed predicted
qwen3-30b-a3b-think,LRM,qwen,11,The bird the nurse the artist the pilot flew painted created launched
qwen3-30b-a3b-think,LRM,qwen,11,The car the mechanic the writer the architect repaired wrote planned designed
qwen3-30b-a3b-think,LRM,qwen,11,The book the historian the gardener the musician read planted composed performed
qwen3-30b-a3b-think,LRM,qwen,12,the cat the dog the bird the fish jump run fly swim
qwen3-30b-a3b-think,LRM,qwen,12,the sun the moon the star the cloud shine glow twinkle drift
qwen3-30b-a3b-think,LRM,qwen,12,the book the pen the paper the desk write draw read type
qwen3-30b-a3b-think,LRM,qwen,12,the car the bike the bus the train drive ride stop go
qwen3-30b-a3b-think,LRM,qwen,12,the apple the banana the orange the grape eat peel slice juice
qwen3-30b-a3b-think,LRM,qwen,13,The architect the designer the designer the designer creates creates creates creates
qwen3-30b-a3b-think,LRM,qwen,13,The engineer the builder the builder the builder constructs constructs constructs constructs
qwen3-30b-a3b-think,LRM,qwen,13,The teacher the mentor the mentor the mentor guides guides guides guides
qwen3-30b-a3b-think,LRM,qwen,13,The scientist the researcher the researcher the researcher discovers discovers discovers discovers
qwen3-30b-a3b-think,LRM,qwen,13,The writer the author the author the author writes writes writes writes
qwen3-30b-a3b-think,LRM,qwen,14,the cat the teacher the doctor the engineer ran jumped sang danced
qwen3-30b-a3b-think,LRM,qwen,14,the book the chef the artist the programmer read wrote painted coded
qwen3-30b-a3b-think,LRM,qwen,14,the car the pilot the nurse the firefighter drove flew treated rescued
qwen3-30b-a3b-think,LRM,qwen,14,the tree the mayor the scientist the musician grew studied played performed
qwen3-30b-a3b-think,LRM,qwen,14,the computer the manager the actor the gardener processed acted spoke tended
qwen3-30b-a3b-think,LRM,qwen,16,the cat the doctor the doctor the doctor sings dances jumps laughs
qwen3-30b-a3b-think,LRM,qwen,16,the cat the doctor the doctor the doctor runs swims flies sings
qwen3-30b-a3b-think,LRM,qwen,16,the cat the doctor the doctor the doctor writes paints draws jumps
qwen3-30b-a3b-think,LRM,qwen,16,the cat the doctor the doctor the doctor cooks cleans sings dances
qwen3-30b-a3b-think,LRM,qwen,16,the cat the doctor the doctor the doctor teaches learns speaks laughs
qwen3-30b-a3b-think,LRM,qwen,18,the cat the knight the knight the knight swords dances sings dances
qwen3-30b-a3b-think,LRM,qwen,18,the cat the knight the knight the knight fights jumps laughs shouts
qwen3-30b-a3b-think,LRM,qwen,18,the cat the knight the knight the knight flies glides chirps tweets
qwen3-30b-a3b-think,LRM,qwen,18,the cat the knight the knight the knight scurries hides squeaks eats
qwen3-30b-a3b-think,LRM,qwen,18,the cat the knight the knight the knight swims dives glides sings
qwen3-30b-a3b-think,LRM,qwen,19,the cat the doctor the nurse the lawyer ran jumped sang danced
qwen3-30b-a3b-think,LRM,qwen,19,the dog the teacher the pilot the artist jumped sang danced ate
qwen3-30b-a3b-think,LRM,qwen,19,the book the engineer the writer the singer sang danced ate wrote
qwen3-30b-a3b-think,LRM,qwen,19,the car the student the chef the actor danced ate wrote ran
qwen3-30b-a3b-think,LRM,qwen,19,the house the chef the singer the pilot ate wrote ran jumped
qwen3-30b-a3b-think,LRM,qwen,20,the cat the dog the book the tree runs jumps eats sleeps
qwen3-30b-a3b-think,LRM,qwen,20,the sun the moon the star the planet rises sets shines glows
qwen3-30b-a3b-think,LRM,qwen,20,the river the mountain the forest the lake flows climbs flows glides
qwen3-30b-a3b-think,LRM,qwen,20,the car the train the plane the boat moves flies drives floats
qwen3-30b-a3b-think,LRM,qwen,20,the apple the banana the orange the pear tastes sweet juicy fresh
qwen3-30b-a3b-think,LRM,qwen,22,The architect the designer the designer the designer creates creates creates creates
qwen3-30b-a3b-think,LRM,qwen,22,The engineer the builder the builder the builder constructs constructs constructs constructs
qwen3-30b-a3b-think,LRM,qwen,22,The teacher the mentor the mentor the mentor guides guides guides guides
qwen3-30b-a3b-think,LRM,qwen,22,The scientist the researcher the researcher the researcher discovers discovers discovers discovers
qwen3-30b-a3b-think,LRM,qwen,22,The writer the author the author the author writes writes writes writes
qwen3-30b-a3b-think,LRM,qwen,23,the cat the dog the bird the fish ran jumped flew ate.
qwen3-30b-a3b-think,LRM,qwen,23,the apple the orange the banana the grape rolled bounced skipped tasted.
qwen3-30b-a3b-think,LRM,qwen,23,the car the train the plane the boat drove zoomed soared docked.
qwen3-30b-a3b-think,LRM,qwen,23,the book the pen the paper the desk opened closed wrote typed.
qwen3-30b-a3b-think,LRM,qwen,23,the sun the moon the star the planet rose set shone glowed.
qwen3-30b-a3b-think,LRM,qwen,25,the cat the knight the knight the knight swords dances sings dances
qwen3-30b-a3b-think,LRM,qwen,25,the cat the knight the knight the knight fights jumps laughs shouts
qwen3-30b-a3b-think,LRM,qwen,25,the cat the knight the knight the knight flies glides chirps tweets
qwen3-30b-a3b-think,LRM,qwen,25,the cat the knight the knight the knight scurries hides squeaks eats
qwen3-30b-a3b-think,LRM,qwen,25,the cat the knight the knight the knight swims dives glides sings
qwen3-30b-a3b-think,LRM,qwen,26,the startup the CEO the CTO the CFO launched innovated expanded secured.
qwen3-30b-a3b-think,LRM,qwen,26,the corporation the founder the engineer the designer developed collaborated implemented optimized.
qwen3-30b-a3b-think,LRM,qwen,26,the firm the director the strategist the analyst launched grew achieved expanded.
qwen3-30b-a3b-think,LRM,qwen,26,the enterprise the head the manager the HR secured innovated implemented grew.
qwen3-30b-a3b-think,LRM,qwen,26,the organization the leader the executive the operations achieved launched collaborated optimized.
qwen3-30b-a3b-think,LRM,qwen,28,the cat the doctor the teacher the engineer runs jumps sings dances.
qwen3-30b-a3b-think,LRM,qwen,28,the book the chef the artist the writer flips turns reads writes.
qwen3-30b-a3b-think,LRM,qwen,28,the car the pilot the nurse the plumber drives fixes starts stops.
qwen3-30b-a3b-think,LRM,qwen,28,the tree the gardener the scientist the photographer grows shades blooms sways.
qwen3-30b-a3b-think,LRM,qwen,28,the dog the actor the singer the dancer barks howls twirls leaps.
qwen3-30b-a3b-think,LRM,qwen,30,the dog the cat the bird the fish ran ran jumped jumped.
qwen3-30b-a3b-think,LRM,qwen,30,the sun the moon the star the planet rose rose shone shone.
qwen3-30b-a3b-think,LRM,qwen,30,the river the mountain the forest the lake flowed flowed grew grew.
qwen3-30b-a3b-think,LRM,qwen,30,the book the pen the paper the desk wrote wrote read read.
qwen3-30b-a3b-think,LRM,qwen,30,the car the train the plane the boat moved moved flew flew.
